Symbiont accepted name;Host accepted name;Ocean origin;Region origin;Country origin
Hematodinium-species complex;Ampelisca agassizi;Atlantic Ocean;;
Hematodinium-species complex;Ampelisca vadorum;Atlantic Ocean;;
Hematodinium-species complex;Ampelisca verrilli;Atlantic Ocean;;
Hematodinium-species complex;Byblis serrata;Atlantic Ocean;;
Hematodinium-species complex;Harpinia propinqua;Atlantic Ocean;;
Hematodinium-species complex;Casco bigelowi;Atlantic Ocean;;
Hematodinium-species complex;Leptocheirus pinguis;Atlantic Ocean;;
Hematodinium-species complex;Melita dentata;Atlantic Ocean;;
Hematodinium-species complex;Ameroculodes edwardsi;Atlantic Ocean;;
Hematodinium-species complex;Protohaustorius wigleyi;Atlantic Ocean;;
Hematodinium-species complex;Phoxocephalus holbolli;Atlantic Ocean;;
Hematodinium-species complex;Rhepoxynius epistomus;Atlantic Ocean;;
Hematodinium-species complex;Unciola irrorata;Atlantic Ocean;;
Hematodinium-species complex;Cancer irroratus;Atlantic Ocean;;
Hematodinium-species complex;Ovalipes ocellatus;Atlantic Ocean;;
Hematodinium-species complex;Cancer borealis;Atlantic Ocean;;
Hematodinium-species complex;Necora puber;Atlantic Ocean;Morbihan;France
Hematodinium-species complex;Scylla serrata;Atlantic Ocean;;
Hematodinium-species complex;Carcinus maenas;Atlantic Ocean;;
Hematodinium-species complex;Callinectes similis;Atlantic Ocean;;
Hematodinium-species complex;Cancer pagurus;Atlantic Ocean;;Ireland
Hematodinium-species complex;Cancer pagurus;Atlantic Ocean;;Ireland
Hematodinium-species complex;Cancer pagurus;Atlantic Ocean;;Ireland
Hematodinium-species complex;Paralithodes platypus;Sea of Okhotsk;;Russia
Hematodinium perezi (clade A);Callinectes sapidus;Atlantic Ocean;;
Hematodinium perezi (clade A);Menippe mercenaria;Atlantic Ocean;;
Hematodinium-species complex;Callinectes similis;Atlantic Ocean;;
Hematodinium-species complex;Libinia emarginata;Atlantic Ocean;;
Hematodinium-species complex;Dyspanopeus sayi;Atlantic Ocean;;
Hematodinium-species complex;Liocarcinus depurator;The Channel;;France
Hematodinium-species complex;Liocarcinus depurator;Mediterranean Sea;;France
Hematodinium-species complex;Carcinus maenas;The Channel;;France
Amoebophrya ceratii-species complex;Oxyrrhis marina;Mediterranean Sea;;France
Amoebophrya ceratii-species complex;Kryptoperidinium foliaceum;Mediterranean Sea;;France
Amoebophrya ceratii-species complex;Plectodinium nucleovolvatum;Mediterranean Sea;;France
Amoebophrya tintinni;Xystonella lohmanni;;;
Amoebophrya grassei;Oodinium fritillariae;;;
Amoebophrya ceratii-species complex;Amoebophrya acanthometrae;;;
Amoebophrya rosei;Apostome from the Siphonophore Abylopsis tetragona;;;
Amoebophrya grassei;Oodinium poucheti;Mediterranean Sea;;Alger
Amoebophrya ceratii-species complex;Tripos furca;Pacific Ocean;;Mexico
Amoebophrya ceratii-species complex;Ceratium tripos;China Sea;;China
Amoebophrya ceratii-species complex;Scrippsiella trochoidea-species complex;China Sea;;China
Hematodinium-species complex;Carcinus maenas;Atlantic Ocean;;France
Amoebophrya ceratii-species complex;Prorocentrum minimum;Atlantic Ocean;;
Amoebophrya sticholonchae;Sticholonche zanclea;;;
Amoebophrya acanthometrae;Acanthometra serrata;;;
Amoebophrya acanthometrae;Acanthometra claparedei;;;
Amoebophrya acanthometrae;Acanthostaurus purpurascens;;;
Amoebophrya ceratii-species complex;Keppenodinium mycetoides;;;
Syndinium brandti;Collozoum inerme;Mediterranean Sea;;France
Syndinium mendex;Myxosphaera coerulae;Mediterranean Sea;;France
Syndinium brandti;Collozoum inerme;Mediterranean Sea;;France
Syndinium dolosum;Sphaerozoum punctatum;Mediterranean Sea;;France
Syndinium astutum;Sphaerozoum acuferum;Mediterranean Sea;;France
Syndinium insidiosum;Collozoum pelagicum;Mediterranean Sea;;France
Syndinium vernale;Collozoum inerme;Mediterranean Sea;;France
Syndinium borgerti;Aulacantha scolymantha;Mediterranean Sea;;Alger
Syndinium belari;Collozoum fulvum;Mediterranean Sea;;Alger
Syndinium globiforme;Collozoum fulvum;Mediterranean Sea;;Alger
Solenodinium leptotaenia;Thalassicolla nucleata;Mediterranean Sea;;Italy
Solenodinium densum;Thalassicolla pellucida;North Sea;;United kingdom
Solenodinium fallax;Thalassicolla spumida;Mediterranean Sea;;Italy
Solenodinium fallax;Thalassicolla spumida;Mediterranean Sea;;France
Syndinium chattoni;Sphaerozoum punctatum;Mediterranean Sea;;Italy
Syndinium breve;Sphaerozoum punctatum;Mediterranean Sea;;Italy
Syndinium borgerti;Aulacantha scolymantha;Mediterranean Sea;;Monaco
Caryotoma bernardi;Thalassicolla spumida;Mediterranean Sea;;Alger
Solenodinium fallax;Cladococcus sp.;Mediterranean Sea;;Alger
Solenodinium fallax;Actinosphaera;Mediterranean Sea;;Alger
Amoebophrya sticholonchae;Sticholonche zanclea;Mediterranean Sea;;France
Syndinium borgerti;Phaeodina valdiviae;;;
Pirsonia guinardiae;Guinardia flaccida;North Sea;;Wadden Sea
Syndinium borgerti;Coelodendrum ramosissimum;;;
Syndinium caryophagum;Phaeosphaera nucleoelongata;;;
Syndinium caryophagum;Phaeosphaera pigmaeae;;;
Atlanticellodinium tregouboffi;Planktonetta atlantica;Atlantic Ocean;;Portugal
Syndinium turbo;Clausocalanus arcuicornis;Mediterranean Sea;;France
Syndinium brandti;Collozoum inerme;Mediterranean Sea;;France
Syndinium globiforme;Collozoum fulvum;Mediterranean Sea;;France
Solenodinium fallax;Thalassicolla spumida;Mediterranean Sea;;France
Peniculistoma mytili;Mytilus edulis;Atlantic Ocean;;
Mytilophilus pacificae;Mytilus californianus;Pacific;California Coast;USA
Ancistrum mytili;Mytilus edulis;Mediterranean Sea;;
Keppenodinium mycetoides;Spongosphaera;;;
Keppenodinium lobata;Plegmophora coronata;;;
Keppenodinium piriformis;Actinosphaera;;;
Euduboscquella Duboscq & Collin (1910);Favella ehrenbergii;Mediterranean Sea;;France
Duboscquodinium collini;Eutintinnus fraknoii;;;
Duboscquodinium kofoidi;Tintinnopsis campanula;;;
Caryotoma bernardi;Thalassicolla nucleata;Mediterranean Sea;;France
Sphaeripara catenata;Fritillaria pellucida;Mediterranean Sea;;France
Sphaeripara catenata;Fritillaria pellucida;Mediterranean Sea;;France
Sphaeripara catenata;Fritillaria pellucida;Mediterranean Sea;;France
Sphaeripara catenata;Fritillaria pellucida;Mediterranean Sea;;France
Sphaeripara catenata;Fritillaria pellucida;Mediterranean Sea;;France
Coccidinium duboscqui;Durinskia dybowskii;Mediterranean Sea;;France
Ichthyodinium sp. Asian clade;Pisces (Fish);China Sea;Nha Trang Bay;
Syndinium turbo;Paracalanus parvus;Mediterranean Sea;south- easternTyrrhenianSe;Italy
Amoebophrya ceratii-species complex;Amoebophrya leptodisci;;;
Amoebophrya ceratii-species complex;Keppenodinium mycetoides;;;
Amoebophrya leptodisci;Leptodiscus medusoides;;;
Amoebophrya ceratii-species complex;Polykrikos kofoidii;;;
Amoebophrya ceratii-species complex;Prorocentrum micans;Mediterranean Sea;;Alger
Amoebophrya ceratii-species complex;Plectodinium nucleovolvatum;Mediterranean Sea;;Alger
Amoebophrya ceratii-species complex;Protoperidinium depressum;Mediterranean Sea;;Alger
Amoebophrya ceratii-species complex;Peridinium sociale;Mediterranean Sea;;Alger
Amoebophrya ceratii-species complex;Diplopsalis lenticula;;;
Oodinium poucheti;Oikopleura;Atlantic Ocean;;France
Oodinium poucheti;Oikopleura;Atlantic Ocean;;France
Oodinium poucheti;Oikopleura dioica;Mediterranean Sea;;France
Oodinium poucheti;Oikopleura dioica;Mediterranean Sea;;France
Oodinium fritillariae;Fritillaria pellucida;Mediterranean Sea;;France
Oodinium fritillariae;Fritillaria megachile;Mediterranean Sea;;France
Oodinium fritillariae;Fritillaria formica;Mediterranean Sea;;France
Oodinium fritillariae;Fritillaria pellucida;Mediterranean Sea;;France
Oodinium jordani;Parasagitta elegans;Pacific Ocean;Washington;
Oodinium inlandicum;Aidanosagitta crassa;;;Japan
Oodinium appendiculariae;Oikopleura intermedia;Atlantic Ocean;;Haïti
Amyloodinium amylaceum;Sarpa salpa;Mediterranean Sea;;Italy
Amyloodinium amylaceum;Sarpa salpa;Mediterranean Sea;;Italy
Amyloodinium ocellatum;Holocentrus adscensionis;;;
Amyloodinium ocellatum;Amphiprion percula;;;
Amyloodinium ocellatum;Holacanthus isabelita;;;
Amyloodinium ocellatum;Chaetodon capistratus;;;
Amyloodinium ocellatum;Abudefduf saxatilis;;;
Amyloodinium ocellatum;Acanthurus bahianus;;;
Amyloodinium ocellatum;Apogon imberbis;;;
Amyloodinium ocellatum;Chromis chromis;;;
Amyloodinium ocellatum;Diplodus capensis;;;
Amyloodinium ocellatum;Diplodus vulgaris;;;
Amyloodinium ocellatum;Merlangius merlangus;;;
Amyloodinium ocellatum;Similiparma lurida;;;
Amyloodinium ocellatum;Thalassoma pavo;;;
Amyloodinium ocellatum;Labrus bergylta;;;
Amyloodinium ocellatum;Dicentrarchus labrax;;;
Amyloodinium ocellatum;Mugil cephalus;;;
Amyloodinium ocellatum;Mullus barbatus;;;
Amyloodinium ocellatum;Pagellus bogaraveo;;;
Amyloodinium ocellatum;Scophthalmus maximus;;;
Amyloodinium ocellatum;Eutrigla gurnardus;;;
Amyloodinium ocellatum;Amphiprion ephippium;;;
Amyloodinium ocellatum;Canthigaster rostrata;;;
Amyloodinium ocellatum;Pollachius virens;;;
Amyloodinium ocellatum;Monodactylus argenteus;;;
Amyloodinium ocellatum;Sparisoma cretense;;;
Amyloodinium ocellatum;Serranus atricauda;;;
Amyloodinium ocellatum;Priacanthus macrophthalamus;;;
Amyloodinium ocellatum;Chilomycterus schoepfii;;;
Amyloodinium ocellatum;Sphoeroides maculatus;;;
Amyloodinium ocellatum;Caranx hippos;;;
Amyloodinium ocellatum;Caranx crysos;;;
Amyloodinium ocellatum;Naucrates ductor;;;
Amyloodinium ocellatum;Pomatomus saltatrix;;;
Amyloodinium ocellatum;Morone saxatilis;;;
Amyloodinium ocellatum;Centropristis striata;;;
Amyloodinium ocellatum;Stenotomus chrysops;;;
Amyloodinium ocellatum;Cynoscion regalis;;;
Amyloodinium ocellatum;Leiostomus xanthurus;;;
Amyloodinium ocellatum;Menticirrhus saxatilis;;;
Amyloodinium ocellatum;Sphoeroides maculatus;;;
Amyloodinium ocellatum;Chilomycterus schoepfii;;;
Amyloodinium ocellatum;Prionotus evolans;;;
Amyloodinium ocellatum;Chaetodipterus faber;;;
Amyloodinium ocellatum;Pomacanthus paru;;;
Amyloodinium ocellatum;Prionotus carolinus;;;
Amyloodinium ocellatum;Seriola dumerili;Mediterranean Sea;;Italy
Amyloodinium ocellatum;Pterois volitans;;;
Amyloodinium ocellatum;Chilomycterus schoepfii;;;
Amyloodinium ocellatum;Ophichthus gomesii;Gulf of Mexico;;
Amyloodinium ocellatum;Synodus foetens;Gulf of Mexico;;
Amyloodinium ocellatum;Cyprinodon variegatus;Gulf of Mexico;;
Amyloodinium ocellatum;Lutjanus analis;Gulf of Mexico;;
Amyloodinium ocellatum;Eucinostomus argenteus;Gulf of Mexico;;
Amyloodinium ocellatum;Archosargus probatocephalus;Gulf of Mexico;;
Amyloodinium ocellatum;Lagodon rhomboides;Gulf of Mexico;;
Amyloodinium ocellatum;Cynoscion nebulosus;Gulf of Mexico;;
Amyloodinium ocellatum;Menticirrhus americanus;Gulf of Mexico;;
Amyloodinium ocellatum;Micropogonias undulatus;Gulf of Mexico;;
Amyloodinium ocellatum;Mugil cephalus;Gulf of Mexico;;
Amyloodinium ocellatum;Hypsoblennius ionthas;Gulf of Mexico;;
Amyloodinium ocellatum;Gobiosoma bosc;Gulf of Mexico;;
Amyloodinium ocellatum;Prionotus rubio;Gulf of Mexico;;
Amyloodinium ocellatum;Acanthostracion quadricornis;Gulf of Mexico;;
Amyloodinium ocellatum;Chilomycterus schoepfii;Gulf of Mexico;;
Amyloodinium ocellatum;Dasyatis sabina;Gulf of Mexico;;
Amyloodinium ocellatum;Myrophis punctatus;Gulf of Mexico;;
Amyloodinium ocellatum;Ophichthus gomesii;Gulf of Mexico;;
Amyloodinium ocellatum;Harengula jaguana;Gulf of Mexico;;
Amyloodinium ocellatum;Anchoa mitchilli;Gulf of Mexico;;
Amyloodinium ocellatum;Synodus foetens;Gulf of Mexico;;
Amyloodinium ocellatum;Ariopsis felis;Gulf of Mexico;;
Amyloodinium ocellatum;Bagre marinus;Gulf of Mexico;;
Amyloodinium ocellatum;Opsanus beta;Gulf of Mexico;;
Amyloodinium ocellatum;Porichthys porosissimus;Gulf of Mexico;;
Amyloodinium ocellatum;Gobiesox strumosus;Gulf of Mexico;;
Amyloodinium ocellatum;Urophycis floridana;Gulf of Mexico;;
Amyloodinium ocellatum;Fundulus jenkinsi;Gulf of Mexico;;
Amyloodinium ocellatum;Gambusia affinis;Gulf of Mexico;;
Amyloodinium ocellatum;Hippocampus erectus;Gulf of Mexico;;
Amyloodinium ocellatum;Syngnathus louisianae;Gulf of Mexico;;
Amyloodinium ocellatum;Morone saxatilis;Gulf of Mexico;;
Amyloodinium ocellatum;Centropristis philadelphica;Gulf of Mexico;;
Amyloodinium ocellatum;Hyporthodus niveatus;Gulf of Mexico;;
Amyloodinium ocellatum;Serraniculus pumilio;Gulf of Mexico;;
Amyloodinium ocellatum;Serranus subligarius;Gulf of Mexico;;
Amyloodinium ocellatum;Rypticus maculatus;Gulf of Mexico;;
Amyloodinium ocellatum;Lepomis macrochirus;Gulf of Mexico;;
Amyloodinium ocellatum;Caranx hippos;Gulf of Mexico;;
Amyloodinium ocellatum;Caranx latus;Gulf of Mexico;;
Amyloodinium ocellatum;Chloroscombrus chrysurus;Gulf of Mexico;;
Amyloodinium ocellatum;Oligoplites saurus;Gulf of Mexico;;
Amyloodinium ocellatum;Trachinotus carolinus;Gulf of Mexico;;
Amyloodinium ocellatum;Lutjanus campechanus;Gulf of Mexico;;
Amyloodinium ocellatum;Lutjanus griseus;Gulf of Mexico;;
Amyloodinium ocellatum;Lobotes surinamensis;Gulf of Mexico;;
Amyloodinium ocellatum;Eucinostomus argenteus;Gulf of Mexico;;
Amyloodinium ocellatum;Orthopristis chrysoptera;Gulf of Mexico;;
Amyloodinium ocellatum;Archosargus probatocephalus;Gulf of Mexico;;
Amyloodinium ocellatum;Lagodon rhomboides;Gulf of Mexico;;
Amyloodinium ocellatum;Bairdiella chrysoura;Gulf of Mexico;;
Amyloodinium ocellatum;Cynoscion arenarius;Gulf of Mexico;;
Amyloodinium ocellatum;Cynoscion nebulosus;Gulf of Mexico;;
Amyloodinium ocellatum;Pareques acuminatus;Gulf of Mexico;;
Amyloodinium ocellatum;Larimus fasciatus;Gulf of Mexico;;
Amyloodinium ocellatum;Leiostomus xanthurus;Gulf of Mexico;;
Amyloodinium ocellatum;Menticirrhus americanus;Gulf of Mexico;;
Amyloodinium ocellatum;Micropogonias undulatus;Gulf of Mexico;;
Amyloodinium ocellatum;Sciaenops ocellatus;Gulf of Mexico;;
Amyloodinium ocellatum;Chaetodipterus faber;Gulf of Mexico;;
Amyloodinium ocellatum;Mugil cephalus;Gulf of Mexico;;
Amyloodinium ocellatum;Chasmodes bosquianus;Gulf of Mexico;;
Amyloodinium ocellatum;Hypsoblennius hentz;Gulf of Mexico;;
Amyloodinium ocellatum;Hypsoblennius ionthas;Gulf of Mexico;;
Amyloodinium ocellatum;Eleotris pisonis;Gulf of Mexico;;
Amyloodinium ocellatum;Bathygobius soporator;Gulf of Mexico;;
Amyloodinium ocellatum;Gobioides broussonneti;Gulf of Mexico;;
Amyloodinium ocellatum;Gobiosoma bosc;Gulf of Mexico;;
Amyloodinium ocellatum;Gobiosoma robustum;Gulf of Mexico;;
Amyloodinium ocellatum;Microgobius gulosus;Gulf of Mexico;;
Amyloodinium ocellatum;Microdesmus longipinnis;Gulf of Mexico;;
Amyloodinium ocellatum;Scorpaena brasiliensis;Gulf of Mexico;;
Amyloodinium ocellatum;Prionotus roseus;Gulf of Mexico;;
Amyloodinium ocellatum;Prionotus tribulus;Gulf of Mexico;;
Amyloodinium ocellatum;Citharichthys spilopterus;Gulf of Mexico;;
Amyloodinium ocellatum;Etropus crossotus;Gulf of Mexico;;
Amyloodinium ocellatum;Paralichthys lethostigma;Gulf of Mexico;;
Amyloodinium ocellatum;Achirus lineatus;Gulf of Mexico;;
Amyloodinium ocellatum;Trinectes maculatus;Gulf of Mexico;;
Amyloodinium ocellatum;Symphurus plagiusa;Gulf of Mexico;;
Amyloodinium ocellatum;Aluterus schoepfii;Gulf of Mexico;;
Amyloodinium ocellatum;Stephanolepis hispidus;Gulf of Mexico;;
Amyloodinium ocellatum;Acanthostracion quadricornis;Gulf of Mexico;;
Amyloodinium ocellatum;Sphoeroides parvus;Gulf of Mexico;;
Amyloodinium ocellatum;Chilomycterus schoepfii;Gulf of Mexico;;
Amyloodinium ocellatum;Anguilla rostrata;Gulf of Mexico;;
Amyloodinium ocellatum;Opsanus beta;Gulf of Mexico;;
Amyloodinium ocellatum;Cyprinodon variegatus;Gulf of Mexico;;
Amyloodinium ocellatum;Fundulus grandis;Gulf of Mexico;;
Amyloodinium ocellatum;Fundulus similis;Gulf of Mexico;;
Amyloodinium ocellatum;Poecilia latipinna;Gulf of Mexico;;
Amyloodinium ocellatum;Menidia beryllina;Gulf of Mexico;;
Amyloodinium ocellatum;Dormitator maculatus;Gulf of Mexico;;
Amyloodinium ocellatum;Gobionellus oceanicus;Gulf of Mexico;;
Amyloodinium ocellatum;Mugil cephalus;;;Philippines
Amyloodinium ocellatum;Bairdiella ronchus;Caribbean Sea;;Venezuela
Amyloodinium ocellatum;Archosargus rhomboidalis;Caribbean Sea;;Venezuela
Amyloodinium ocellatum;Amphiprion ocellaris;;;
Amyloodinium ocellatum;Morone saxatilis;;;
Amyloodinium ocellatum;Morone chrysops;;;
Amyloodinium ocellatum;Amphiprion ocellaris;;;
Amyloodinium ocellatum;Sciaenops ocellatus;Gulf of Mexico;Florida;
Amyloodinium ocellatum;Synchiropus splendidus;Gulf of Mexico;Florida;
Amyloodinium ocellatum;Pomacanthus imperator;Gulf of Mexico;Florida;
Amyloodinium ocellatum;Amphiprion clarkii;Gulf of Mexico;Florida;
Amyloodinium ocellatum;Centropyge loricula;Gulf of Mexico;Florida;
Amyloodinium ocellatum;Morone saxatilis;Red Sea;;Israel
Amyloodinium ocellatum;Sciaenops ocellatus;Gulf of Mexico;Florida;
Amyloodinium ocellatum;Dicentrarchus labrax;Adriatic Sea;;Italy
Amyloodinium ocellatum;Sparus aurata;Mediterranean Sea;;Israel
Amyloodinium ocellatum;Amphiprion ocellaris;;;
Crepidoodinium cyprinodontum;Fundulus majalis;Atlantic Ocean;Virginia;
Crepidoodinium cyprinodontum;Fundulus heteroclitus;Atlantic Ocean;Virginia;
Crepidoodinium cyprinodontum;Cyprinodon variegatus;Atlantic Ocean;Virginia;
Crepidoodinium cyprinodontum;Lucania parva;Atlantic Ocean;Virginia;
Crepidoodinium cyprinodontum;Fundulus luciae;Atlantic Ocean;Virginia;
Crepidoodinium cyprinodontum;Adinia xenica;Gulf of Mexico;;
Crepidoodinium cyprinodontum;Cyprinodon variegatus;Gulf of Mexico;;
Crepidoodinium cyprinodontum;Fundulus similis;Gulf of Mexico;;
Crepidoodinium australe;Sillago ciliata;;;Australia
Crepidoodinium australe;Sillago ciliata;;;Australia
Apodinium mycetoides;Fritillaria pellucida;Mediterranean Sea;;France
Apodinium rhizophorum;Oikopleura cophocerca;Mediterranean Sea;;France
Apodinium chattoni;Fritillaria pellucida;Mediterranean Sea;;France
Apodinium zygorhizum;Fritillaria pellucida;Mediterranean Sea;;France
Apodinium floodi;Oikopleura labradoriensis;Pacific Ocean;Washington;
Piscinoodinium pillulare;Ctenopharyngodon idella;;Asia;Malaysia
Piscinoodinium pillulare;Leptobarbus hoevenii;;Asia;Malaysia
Piscinoodinium pillulare;Hypophthalmichthys nobilis;;Asia;Malaysia
Piscinoodinium pillulare;Barbonymus gonionotus;;Asia;Malaysia
Piscinoodinium pillulare;Corydoras julii;;;Scotland
Piscinoodinium pillulare;Corydoras schwartzi;;;Scotland
Piscinoodinium pillulare;Corydoras punctatus;;;Scotland
Piscinoodinium pillulare;Corydoras melanistius;;;Scotland
Piscinoodinium pillulare;Corydoras metae;;;Scotland
Piscinoodinium pillulare;Corydoras hastatus;;;Scotland
Piscinoodinium pillulare;Brochis splendens;;;Scotland
Piscinoodinium pillulare;Pethia conchonius;;;
Piscinoodinium pillulare;Tanichthys albonubes;;;
Piscinoodinium pillulare;Fundulopanchax gardneri;;;
Piscinoodinium pillulare;tambacu hybrid (Colossoma macropomum female x Piaractus mesopotamicus male);;Sao Paulo;Brazil
Piscinoodinium pillulare;Piaractus mesopotamicus;;Sao Paulo;Brazil
Piscinoodinium pillulare;Colossoma macropomum;;Sao Paulo;Brazil
Piscinoodinium pillulare;Leporinus macrocephalus;;Sao Paulo;Brazil
Piscinoodinium pillulare;Oreochromis niloticus;;Sao Paulo;Brazil
Piscinoodinium pillulare;Prochilodus lineatus;;Sao Paulo;Brazil
Piscinoodinium pillulare;Nothobranchius rachovii;;;
Piscinoodinium pillulare;Nothobranchius palmquisti;;;
Piscinoodinium pillulare;Nothobranchius eggersi;;;
